group_name,subgroup_name,subsubgroup_name,food_name,kcal,proteins,carbs,carbs_sugar,fats,fats_saturated,fibers,salt,new_name,deleted
produits laitiers et assimilés,produits laitiers frais et assimilés,yaourts et spécialités laitières type yaourt,"Yaourt, lait fermenté ou spécialité laitière, aromatisé, sucré, à la crème",114,3.1,13.4,12.4,5.4,4.2,0.1,0.1,"Yaourt, lait fermenté ou spécialité laitière, aromatisé, sucré, à la crème",False
produits laitiers et assimilés,produits laitiers frais et assimilés,yaourts et spécialités laitières type yaourt,"Yaourt, lait fermenté ou spécialité laitière, aromatisé, sucré, enrichi en vitamine D",84,3.4,13.6,12.9,1.8,1.2,0.1,0.1,"Yaourt, lait fermenté ou spécialité laitière, aromatisé, sucré, enrichi en vitamine D",False
produits laitiers et assimilés,produits laitiers frais et assimilés,yaourts et spécialités laitières type yaourt,"Yaourt, lait fermenté ou spécialité laitière, aux céréales",90,3.6,11.3,9.9,3.4,2.2,1.0,0.1,"Yaourt, lait fermenté ou spécialité laitière, aux céréales",False
produits laitiers et assimilés,produits laitiers frais et assimilés,yaourts et spécialités laitières type yaourt,"Yaourt, lait fermenté ou spécialité laitière, aux copeaux de chocolat, à la crème, sucré",122,3.5,14.1,14.0,5.1,3.3,0.0,0.1,"Yaourt, lait fermenté ou spécialité laitière, aux copeaux de chocolat, à la crème, sucré",False
produits laitiers et assimilés,produits laitiers frais et assimilés,yaourts et spécialités laitières type yaourt,"Yaourt, lait fermenté ou spécialité laitière, aux fruits, avec édulcorants, 0% MG",38,4.2,3.7,3.7,0.0,0.0,0.0,0.1,"Yaourt, lait fermenté ou spécialité laitière, aux fruits, avec édulcorants, 0% MG",False
produits laitiers et assimilés,produits laitiers frais et assimilés,yaourts et spécialités laitières type yaourt,"Yaourt, lait fermenté ou spécialité laitière, aux fruits, avec édulcorants, 0% MG, enrichi en vitamine D",48,4.5,7.4,6.3,0.1,0.0,0.7,0.2,"Yaourt, lait fermenté ou spécialité laitière, aux fruits, avec édulcorants, 0% MG, enrichi en vitamine D",False
produits laitiers et assimilés,produits laitiers frais et assimilés,yaourts et spécialités laitières type yaourt,"Yaourt, lait fermenté ou spécialité laitière, aux fruits, sucré",95,3.6,14.2,13.6,2.4,1.5,0.2,0.1,"Yaourt, lait fermenté ou spécialité laitière, aux fruits, sucré",False
produits laitiers et assimilés,produits laitiers frais et assimilés,yaourts et spécialités laitières type yaourt,"Yaourt, lait fermenté ou spécialité laitière, aux fruits, sucré, à la crème",109,2.4,14.5,13.7,4.3,2.8,0.2,0.1,"Yaourt, lait fermenté ou spécialité laitière, aux fruits, sucré, à la crème",False
produits laitiers et assimilés,produits laitiers frais et assimilés,yaourts et spécialités laitières type yaourt,"Yaourt, lait fermenté ou spécialité laitière, aux fruits, sucré, enrichi en vitamine D",91,3.5,14.0,12.7,2.4,1.4,0.1,0.1,"Yaourt, lait fermenté ou spécialité laitière, aux fruits, sucré, enrichi en vitamine D",False
produits laitiers et assimilés,produits laitiers frais et assimilés,yaourts et spécialités laitières type yaourt,"Yaourt, lait fermenté ou spécialité laitière, nature",45,4.0,2.6,2.6,1.5,1.0,0.0,0.1,"Yaourt, lait fermenté ou spécialité laitière, nature",False
produits laitiers et assimilés,produits laitiers frais et assimilés,yaourts et spécialités laitières type yaourt,"Yaourt, lait fermenté ou spécialité laitière, nature, 0% MG",39,4.8,4.1,4.1,0.1,0.0,0.0,0.1,"Yaourt, lait fermenté ou spécialité laitière, nature, 0% MG",False
produits laitiers et assimilés,produits laitiers frais et assimilés,yaourts et spécialités laitières type yaourt,"Yaourt, lait fermenté ou spécialité laitière, nature, 0% MG, enrichi en vitamine D",38,4.6,5.0,4.8,0.0,0.0,0.0,0.1,"Yaourt, lait fermenté ou spécialité laitière, nature, 0% MG, enrichi en vitamine D",False
produits laitiers et assimilés,produits laitiers frais et assimilés,yaourts et spécialités laitières type yaourt,"Yaourt, lait fermenté ou spécialité laitière, nature, 0% MG, sucré, enrichi en vitamine D",49,4.4,5.4,5.1,1.2,0.6,0.0,0.2,"Yaourt, lait fermenté ou spécialité laitière, nature, 0% MG, sucré, enrichi en vitamine D",False
produits laitiers et assimilés,produits laitiers frais et assimilés,yaourts et spécialités laitières type yaourt,"Yaourt, lait fermenté ou spécialité laitière, nature, à la crème",115,3.1,3.1,3.1,9.8,6.5,0.0,0.1,"Yaourt, lait fermenté ou spécialité laitière, nature, à la crème",False
produits laitiers et assimilés,produits laitiers frais et assimilés,yaourts et spécialités laitières type yaourt,"Yaourt, lait fermenté ou spécialité laitière, nature, sucré",84,3.5,12.5,12.5,2.0,1.3,0.0,0.1,"Yaourt, lait fermenté ou spécialité laitière, nature, sucré",False
produits laitiers et assimilés,produits laitiers frais et assimilés,yaourts et spécialités laitières type yaourt,Yaourt ou spécialité laitière nature (aliment moyen),56,3.9,4.7,4.7,2.3,1.5,0.9,0.1,Yaourt ou spécialité laitière nature (aliment moyen),False
produits laitiers et assimilés,produits laitiers frais et assimilés,yaourts et spécialités laitières type yaourt,Yaourt ou spécialité laitière nature ou aux fruits (aliment moyen),69,3.6,7.5,7.2,2.5,1.6,0.7,0.1,Yaourt ou spécialité laitière nature ou aux fruits (aliment moyen),False
produits laitiers et assimilés,produits laitiers frais et assimilés,yaourts et spécialités laitières type yaourt,Yaourt ou spécialité laitière aux fruits (aliment moyen),93,3.2,12.8,12.2,2.9,1.9,0.4,0.1,Yaourt ou spécialité laitière aux fruits (aliment moyen),False
produits laitiers et assimilés,produits laitiers frais et assimilés,yaourts et spécialités laitières type yaourt,"Spécialité laitière type encas, riche en protéines, sur lit de fruits, sucrée",98,7.5,11.5,11.3,2.3,1.6,0.0,0.1,"Spécialité laitière type encas, riche en protéines, sur lit de fruits, sucrée",False
produits laitiers et assimilés,produits laitiers frais et assimilés,yaourts et spécialités laitières type yaourt,"Yaourt, lait fermenté ou spécialité laitière, aromatisé ou aux fruits, 0% MG (aliment moyen)",42,4.3,4.9,4.0,0.1,0.0,1.1,0.1,"Yaourt, lait fermenté ou spécialité laitière, aromatisé ou aux fruits, 0% MG (aliment moyen)",False
produits laitiers et assimilés,produits laitiers frais et assimilés,yaourts et spécialités laitières type yaourt,"Yaourt, lait fermenté ou spécialité laitière, aromatisé ou aux fruits, non allégé en MG (aliment moyen)",93,3.2,12.9,12.5,2.8,1.9,0.3,0.1,"Yaourt, lait fermenté ou spécialité laitière, aromatisé ou aux fruits, non allégé en MG (aliment moyen)",False
produits laitiers et assimilés,produits laitiers frais et assimilés,yaourts et spécialités laitières type yaourt,"Yaourt, lait fermenté ou spécialité laitière, aromatisé ou aux fruits, avec édulcorants (aliment moyen)",42,4.3,4.9,4.0,0.1,0.0,1.1,0.1,"Yaourt, lait fermenté ou spécialité laitière, aromatisé ou aux fruits, avec édulcorants (aliment moyen)",False
produits laitiers et assimilés,produits laitiers frais et assimilés,yaourts et spécialités laitières type yaourt,"Yaourt, lait fermenté ou spécialité laitière, aromatisé ou aux fruits, sucré (aliment moyen)",93,3.2,13.0,12.6,2.8,1.9,0.3,0.1,"Yaourt, lait fermenté ou spécialité laitière, aromatisé ou aux fruits, sucré (aliment moyen)",False
produits laitiers et assimilés,produits laitiers frais et assimilés,yaourts et spécialités laitières type yaourt,"Yaourt, lait fermenté ou spécialité laitière, aromatisé ou aux fruits, sucré, non allégé en MG (aliment moyen)",93,3.2,13.0,12.6,2.8,1.9,0.3,0.1,"Yaourt, lait fermenté ou spécialité laitière, aromatisé ou aux fruits, sucré, non allégé en MG (aliment moyen)",False
produits laitiers et assimilés,produits laitiers frais et assimilés,yaourts et spécialités laitières type yaourt,"Yaourt, lait fermenté ou spécialité laitière, aromatisé ou aux fruits (aliment moyen)",89,3.3,12.4,12.0,2.6,1.8,0.3,0.1,"Yaourt, lait fermenté ou spécialité laitière, aromatisé ou aux fruits (aliment moyen)",False
produits laitiers et assimilés,produits laitiers frais et assimilés,yaourts et spécialités laitières type yaourt,"Lait fermenté à boire, nature, maigre",33,3.5,2.2,2.2,0.6,0.4,0.0,0.1,"Lait fermenté à boire, nature, maigre",False
produits laitiers et assimilés,produits laitiers frais et assimilés,yaourts et spécialités laitières type yaourt,"Lait fermenté à boire, nature, au lait entier",55,3.4,2.0,2.0,3.2,2.2,0.0,0.1,"Lait fermenté à boire, nature, au lait entier",False
produits laitiers et assimilés,produits laitiers frais et assimilés,yaourts et spécialités laitières type yaourt,"Yaourt à la grecque, nature",113,3.3,4.2,3.9,9.2,6.2,0.0,0.1,"Yaourt à la grecque, nature",False
produits laitiers et assimilés,produits laitiers frais et assimilés,yaourts et spécialités laitières type yaourt,"Yaourt à la grecque, aromatisé, sucré",142,4.3,12.8,12.6,8.2,5.4,0.0,0.2,"Yaourt à la grecque, aromatisé, sucré",False
produits laitiers et assimilés,produits laitiers frais et assimilés,yaourts et spécialités laitières type yaourt,Kéfir de lait,62,3.2,4.5,3.6,3.5,2.3,0.0,0.1,Kéfir de lait,False
produits laitiers et assimilés,produits laitiers frais et assimilés,yaourts et spécialités laitières type yaourt,"Yaourt au lait de brebis, nature, 6% MG environ",93,5.1,4.6,2.8,6.1,4.8,0.0,0.1,"Yaourt au lait de brebis, nature, 6% MG environ",False
produits laitiers et assimilés,produits laitiers frais et assimilés,fromages blancs,Fromage blanc nature ou aux fruits (aliment moyen),87,7.1,5.7,5.0,4.3,2.8,0.0,0.1,Fromage blanc nature ou aux fruits (aliment moyen),False
produits laitiers et assimilés,produits laitiers frais et assimilés,fromages blancs,"Fromage frais type petit suisse, aromatisé chocolat, sucré",146,4.0,20.9,18.9,5.2,3.8,0.2,0.3,"Fromage frais type petit suisse, aromatisé chocolat, sucré",False
produits laitiers et assimilés,produits laitiers frais et assimilés,fromages blancs,Faisselle au coulis de fruits,93,3.6,8.5,8.5,5.0,3.4,0.0,0.1,Faisselle au coulis de fruits,False
produits laitiers et assimilés,produits laitiers frais et assimilés,fromages blancs,"Faisselle, 0% MG",35,4.5,4.4,4.0,0.0,0.0,0.0,0.1,"Faisselle, 0% MG",False
produits laitiers et assimilés,produits laitiers frais et assimilés,fromages blancs,"Faisselle, 6% MG environ",84,4.5,3.6,3.6,5.5,3.7,0.0,0.1,"Faisselle, 6% MG environ",False
produits laitiers et assimilés,produits laitiers frais et assimilés,fromages blancs,"Fromage blanc et crème fouettée sur lit de fruits, sucré",145,4.6,16.0,15.0,7.0,4.5,0.0,0.1,"Fromage blanc et crème fouettée sur lit de fruits, sucré",False
produits laitiers et assimilés,produits laitiers frais et assimilés,fromages blancs,"Fromage blanc nature, 0% MG",49,8.0,3.9,3.9,0.0,0.0,0.0,0.1,"Fromage blanc nature, 0% MG",False
produits laitiers et assimilés,produits laitiers frais et assimilés,fromages blancs,"Fromage blanc nature, 0% MG, enrichi en vitamine D",51,7.6,5.0,5.0,0.1,0.1,0.0,0.2,"Fromage blanc nature, 0% MG, enrichi en vitamine D",False
produits laitiers et assimilés,produits laitiers frais et assimilés,fromages blancs,"Fromage blanc nature, 3% MG environ",76,8.0,3.5,3.5,3.3,2.1,0.0,0.1,"Fromage blanc nature, 3% MG environ",False
produits laitiers et assimilés,produits laitiers frais et assimilés,fromages blancs,"Fromage blanc nature, 3% MG environ, au bifidus",74,7.2,3.9,3.9,3.3,2.1,0.0,0.1,"Fromage blanc nature, 3% MG environ, au bifidus",False
produits laitiers et assimilés,produits laitiers frais et assimilés,fromages blancs,"Fromage blanc nature, 3% MG environ, enrichi en vitamine D",78,7.0,5.4,5.4,3.2,2.2,0.0,0.2,"Fromage blanc nature, 3% MG environ, enrichi en vitamine D",False
produits laitiers et assimilés,produits laitiers frais et assimilés,fromages blancs,"Fromage blanc nature, gourmand, 8% MG environ",116,6.2,5.2,3.3,7.6,5.0,0.0,0.1,"Fromage blanc nature, gourmand, 8% MG environ",False
produits laitiers et assimilés,produits laitiers frais et assimilés,fromages blancs,"Fromage blanc ou spécialité laitière nature et crème fouetté, 10% MG environ",134,6.9,3.7,3.7,10.2,6.6,0.0,0.1,"Fromage blanc ou spécialité laitière nature et crème fouetté, 10% MG environ",False
produits laitiers et assimilés,produits laitiers frais et assimilés,fromages blancs,"Fromage blanc ou spécialité laitière, aromatisé, sucré, 3% MG environ",101,6.4,13.1,12.4,2.6,1.7,0.0,0.1,"Fromage blanc ou spécialité laitière, aromatisé, sucré, 3% MG environ",False
produits laitiers et assimilés,produits laitiers frais et assimilés,fromages blancs,"Fromage blanc ou spécialité laitière, aromatisé, sucré, 3% MG environ, au bifidus",107,5.6,14.0,13.8,3.2,2.0,0.3,0.1,"Fromage blanc ou spécialité laitière, aromatisé, sucré, 3% MG environ, au bifidus",False
produits laitiers et assimilés,produits laitiers frais et assimilés,fromages blancs,"Fromage blanc ou spécialité laitière, aux copeaux de chocolat, sucré, 7% MG environ",139,5.3,16.2,15.5,6.0,3.9,0.1,0.1,"Fromage blanc ou spécialité laitière, aux copeaux de chocolat, sucré, 7% MG environ",False
produits laitiers et assimilés,produits laitiers frais et assimilés,fromages blancs,"Fromage blanc ou spécialité laitière, aux fruits, avec édulcorants, allégé en sucres, 0% MG",53,6.2,6.8,6.2,0.1,0.0,0.6,0.1,"Fromage blanc ou spécialité laitière, aux fruits, avec édulcorants, allégé en sucres, 0% MG",False
produits laitiers et assimilés,produits laitiers frais et assimilés,fromages blancs,"Fromage blanc ou spécialité laitière, aux fruits, sucré, 3% MG environ",109,5.2,14.7,14.3,3.3,2.2,0.1,0.1,"Fromage blanc ou spécialité laitière, aux fruits, sucré, 3% MG environ",False
produits laitiers et assimilés,produits laitiers frais et assimilés,fromages blancs,"Fromage blanc ou spécialité laitière, aux fruits, sucré, 3% MG environ, au bifidus",102,5.4,13.5,12.8,3.0,1.9,0.4,0.1,"Fromage blanc ou spécialité laitière, aux fruits, sucré, 3% MG environ, au bifidus",False
produits laitiers et assimilés,produits laitiers frais et assimilés,fromages blancs,"Fromage blanc ou spécialité laitière, aux fruits, sucré, gourmand, 7% MG environ",124,5.2,13.4,12.5,5.5,3.6,0.7,0.1,"Fromage blanc ou spécialité laitière, aux fruits, sucré, gourmand, 7% MG environ",False
produits laitiers et assimilés,produits laitiers frais et assimilés,fromages blancs,"Fromage frais type petit suisse, aux fruits, 2-3% MG",92,6.7,9.3,9.3,2.8,1.8,1.0,0.1,"Fromage frais type petit suisse, aux fruits, 2-3% MG",False
produits laitiers et assimilés,produits laitiers frais et assimilés,fromages blancs,"Fromage frais type petit suisse, aux fruits, 2-3% MG, enrichi en calcium et vitamine D",98,6.4,12.2,10.9,2.6,1.5,0.2,0.1,"Fromage frais type petit suisse, aux fruits, 2-3% MG, enrichi en calcium et vitamine D",False
produits laitiers et assimilés,produits laitiers frais et assimilés,fromages blancs,"Fromage frais type petit suisse, nature, 0% MG",56,9.9,3.8,3.2,0.2,0.0,0.0,0.1,"Fromage frais type petit suisse, nature, 0% MG",False
produits laitiers et assimilés,produits laitiers frais et assimilés,fromages blancs,"Fromage frais type petit suisse, nature, 4% MG environ",88,10.0,2.8,2.8,4.0,2.7,0.0,0.1,"Fromage frais type petit suisse, nature, 4% MG environ",False
produits laitiers et assimilés,produits laitiers frais et assimilés,fromages blancs,"Mousse de fromage blanc sur lit de fruits, 0% MG, avec édulcorants, enrichie en calcium et vitamine D",53,6.5,6.0,5.0,0.4,0.3,1.4,0.2,"Mousse de fromage blanc sur lit de fruits, 0% MG, avec édulcorants, enrichie en calcium et vitamine D",False
produits laitiers et assimilés,produits laitiers frais et assimilés,fromages blancs,"Fromage frais type petit suisse, nature, 10% MG environ",149,9.7,3.2,3.2,10.4,7.0,0.0,0.1,"Fromage frais type petit suisse, nature, 10% MG environ",False
produits laitiers et assimilés,produits laitiers frais et assimilés,fromages blancs,"Fromage frais type petit suisse, aromatisé ou aux fruits, 2-3% MG, enrichi en calcium et vitamine D",90,5.7,10.2,10.1,2.5,1.6,0.0,0.1,"Fromage frais type petit suisse, aromatisé ou aux fruits, 2-3% MG, enrichi en calcium et vitamine D",False
produits laitiers et assimilés,produits laitiers frais et assimilés,fromages blancs,"Fromage blanc ou spécialité laitière, aux fruits, avec édulcorants, allégé en sucres, 3% MG environ",83,3.2,12.2,11.9,2.5,1.7,0.2,0.1,"Fromage blanc ou spécialité laitière, aux fruits, avec édulcorants, allégé en sucres, 3% MG environ",False
produits laitiers et assimilés,produits laitiers frais et assimilés,desserts lactés,"Crème dessert, allégée en MG, rayon frais",79,3.6,12.4,11.8,1.3,0.8,0.0,0.1,"Crème dessert, allégée en MG, rayon frais",False
produits laitiers et assimilés,produits laitiers frais et assimilés,desserts lactés,"Flan aux oeufs, rayon frais",111,4.1,18.5,16.0,2.2,1.2,0.0,0.1,"Flan aux oeufs, rayon frais",False
produits laitiers et assimilés,produits laitiers frais et assimilés,desserts lactés,"Lait emprésuré aromatisé, rayon frais",115,5.6,17.6,16.5,2.5,0.8,0.0,0.2,"Lait emprésuré aromatisé, rayon frais",False
produits laitiers et assimilés,produits laitiers frais et assimilés,desserts lactés,"Lait gélifié aromatisé, nappé caramel, rayon frais",91,2.6,16.7,14.5,1.3,0.9,0.0,0.1,"Lait gélifié aromatisé, nappé caramel, rayon frais",False
produits laitiers et assimilés,produits laitiers frais et assimilés,desserts lactés,"Lait gélifié aromatisé, rayon frais",123,3.4,19.5,17.6,3.5,2.2,0.5,0.1,"Lait gélifié aromatisé, rayon frais",False
